Temperature,Rainfall,Humidity,Pressure,RainToday,RainTomorrow
12.75,0,6.375,3.1875,No,0
13.05,0,6.525,3.2625,No,0
12.95,0,6.475,3.2375,No,1
9.6,1.4,5.5,3.45,Yes,0
10.45,0.4,5.425,2.9125,No,0
12.95,0,6.475,3.2375,No,0
10.95,0,5.475,2.7375,No,0
9.6,0,4.8,2.4,No,0
15.35,0,7.675,3.8375,No,0
17.15,0,8.575,4.2875,No,0
11.85,0.2,6.025,3.1125,No,0
8.45,0.4,4.425,2.4125,No,0
16.25,0,8.125,4.0625,No,0
16.5,0,8.25,4.125,No,0
14.8,0.4,7.6,4,No,1
9,7.4,8.2,7.8,Yes,0
9,0.4,4.7,2.55,No,0
9.85,0,4.925,2.4625,No,0
16.65,0,8.325,4.1625,No,0
19.3,0,9.65,4.825,No,0
15.4,0,7.7,3.85,No,0
14.1,0.4,7.25,3.825,No,0
9.8,0,4.9,2.45,No,0
15.15,0,7.575,3.7875,No,0
14.4,0,7.2,3.6,No,0
11.1,0,5.55,2.775,No,1
7.85,12,9.925,10.9625,Yes,0
10.85,0.4,5.625,3.0125,No,0
17.85,0,8.925,4.4625,No,0
21.75,0,10.875,5.4375,No,0
11.8,2.2,7,4.6,Yes,0
17.5,0,8.75,4.375,No,0
14.85,0,7.425,3.7125,No,0
15,0.2,7.6,3.9,No,0
14.6,0,7.3,3.65,No,0
20.2,0,10.1,5.05,No,0
24.15,0,12.075,6.0375,No,0
10.6,0,5.3,2.65,No,0
18.4,0,9.2,4.6,No,0
22.85,0,11.425,5.7125,No,0
14.45,0.2,7.325,3.7625,No,0
11.75,0,5.875,2.9375,No,0
25.9,0,12.95,6.475,No,1
17.8,4,10.9,7.45,Yes,0
14,0,7,3.5,No,0
15.8,0,7.9,3.95,No,0
21.3,0,10.65,5.325,No,0
19.3,0,9.65,4.825,No,0
17.9,0,8.95,4.475,No,0
16.05,0.2,8.125,4.1625,No,0
16.2,0,8.1,4.05,No,0
12.25,0,6.125,3.0625,No,0
18.65,0,9.325,4.6625,No,0
26.3,0,13.15,6.575,No,0
17.5,0,8.75,4.375,No,0
16.1,0,8.05,4.025,No,0
23.35,0,11.675,5.8375,No,0
24.35,0,12.175,6.0875,No,0
21,0,10.5,5.25,No,0
24.25,0.4,12.325,6.3625,No,0
26.05,0,13.025,6.5125,No,0
28.45,0,14.225,7.1125,No,0
26.55,0.4,13.475,6.9375,No,0
20.45,0,10.225,5.1125,No,0
25.05,0,12.525,6.2625,No,0
24.7,0,12.35,6.175,No,0
30.55,0,15.275,7.6375,No,0
18.35,0,9.175,4.5875,No,0
26.15,0,13.075,6.5375,No,0
22.4,0,11.2,5.6,No,0
23.15,0,11.575,5.7875,No,0
19.5,0,9.75,4.875,No,0
21.5,0,10.75,5.375,No,0
22.9,0,11.45,5.725,No,0
21.35,0,10.675,5.3375,No,0
20.2,0,10.1,5.05,No,0
17.9,0,8.95,4.475,No,0
16.3,0,8.15,4.075,No,0
15.5,0,7.75,3.875,No,0
17.7,0,8.85,4.425,No,0
22.4,0,11.2,5.6,No,0
25.85,0,12.925,6.4625,No,0
25.65,0,12.825,6.4125,No,0
29.65,0,14.825,7.4125,No,0
25.35,2.6,13.975,8.2875,Yes,0
29.6,0,14.8,7.4,No,0
19.8,0,9.9,4.95,No,0
18.95,0,9.475,4.7375,No,0
19.2,0,9.6,4.8,No,0
17.1,0,8.55,4.275,No,0
18.7,0,9.35,4.675,No,0
18.15,0.4,9.275,4.8375,No,0
16.1,0,8.05,4.025,No,1
18.65,2.5,10.575,6.5375,Yes,0
17,0,8.5,4.25,No,0
17.1,0,8.55,4.275,No,0
23.35,0,11.675,5.8375,No,0
25.2,0,12.6,6.3,No,0
16.2,0.2,8.2,4.2,No,0
13.75,0,6.875,3.4375,No,0
14.2,0,7.1,3.55,No,1
15.2,6,10.6,8.3,Yes,0
15.35,0.6,7.975,4.2875,No,0
15.6,0,7.8,3.9,No,0
16.2,0,8.1,4.05,No,0
19.05,0,9.525,4.7625,No,0
20.25,0,10.125,5.0625,No,0
18.95,0,9.475,4.7375,No,0
19.6,0,9.8,4.9,No,0
22.15,0,11.075,5.5375,No,0
21.9,0,10.95,5.475,No,0
15.1,0.4,7.75,4.075,No,0
15.95,0,7.975,3.9875,No,0
15.25,0,7.625,3.8125,No,0
12.85,0,6.425,3.2125,No,0
13.45,0,6.725,3.3625,No,1
12,6.6,9.3,7.95,Yes,1
14.3,14.8,14.55,14.675,Yes,1
12.35,3,7.675,5.3375,Yes,0
13.05,0.2,6.625,3.4125,No,0
15.85,0,7.925,3.9625,No,0
17.85,0,8.925,4.4625,No,0
18.45,0,9.225,4.6125,No,1
13.2,13.6,13.4,13.5,Yes,0
14.75,0.6,7.675,4.1375,No,0
12.1,0.4,6.25,3.325,No,0
12.2,0,6.1,3.05,No,0
17.25,0,8.625,4.3125,No,0
13.55,0,6.775,3.3875,No,0
12.3,0,6.15,3.075,No,0
13.7,0,6.85,3.425,No,0
16.85,0,8.425,4.2125,No,0
20.3,0,10.15,5.075,No,0
20.2,0,10.1,5.05,No,0
21.45,0,10.725,5.3625,No,0
19.85,0,9.925,4.9625,No,1
16.05,5.6,10.825,8.2125,Yes,1
10.95,6,8.475,7.2375,Yes,1
11.8,3,7.4,5.2,Yes,1
13.5,3.2,8.35,5.775,Yes,1
9.75,0.8,5.275,3.0375,No,0
12.05,0.2,6.125,3.1625,No,0
15.3,0.4,7.85,4.125,No,0
14.2,0,7.1,3.55,No,1
11.15,13.2,12.175,12.6875,Yes,1
9.15,0.2,4.675,2.4375,No,0
10.2,0,5.1,2.55,No,0
10.9,0,5.45,2.725,No,0
13.15,0,6.575,3.2875,No,1
14.25,2,8.125,5.0625,Yes,1
14.4,4.6,9.5,7.05,Yes,1
14.2,34.4,24.3,29.35,Yes,1
12.5,5.6,9.05,7.325,Yes,0
10.4,0.2,5.3,2.75,No,0
11.8,1.2,6.5,3.85,Yes,0
11.5,0.2,5.85,3.025,No,0
10.25,0,5.125,2.5625,No,0
7.3,1.8,4.55,3.175,Yes,0
6,0,3,1.5,No,0
7.6,0.2,3.9,2.05,No,0
7.05,0,3.525,1.7625,No,0
7.6,0,3.8,1.9,No,0
8.05,0.4,4.225,2.3125,No,1
8,7.6,7.8,7.7,Yes,1
9.25,2.8,6.025,4.4125,Yes,1
10,2.4,6.2,4.3,Yes,0
8.8,0,4.4,2.2,No,0
8.15,0,4.075,2.0375,No,0
8.9,0,4.45,2.225,No,0
9.85,2,5.925,3.9625,Yes,0
12.95,0,6.475,3.2375,No,0
10.5,0,5.25,2.625,No,0
8.65,0,4.325,2.1625,No,0
10.15,0,5.075,2.5375,No,1
10.25,0.6,5.425,3.0125,No,0
9.75,0.2,4.975,2.5875,No,1
7.85,6.4,7.125,6.7625,Yes,0
6.5,0,3.25,1.625,No,0
6.95,0.2,3.575,1.8875,No,0
14.2,13.4,13.8,13.6,Yes,1
13.8,3.2,8.5,5.85,Yes,1
12.7,2.8,7.75,5.275,Yes,0
12.55,0.4,6.475,3.4375,No,0
11.75,0,5.875,2.9375,No,1
12.1,3.8,7.95,5.875,Yes,1
10.65,1.8,6.225,4.0125,Yes,1
6.5,13.8,10.15,11.975,Yes,1
6.85,2.2,4.525,3.3625,Yes,1
8.3,6,7.15,6.575,Yes,1
8.4,9,8.7,8.85,Yes,0
7.45,0,3.725,1.8625,No,0
10.35,0,5.175,2.5875,No,0
14.6,0.6,7.6,4.1,No,0
10.1,0.2,5.15,2.675,No,1
9.6,1.4,5.5,3.45,Yes,0
10.6,0,5.3,2.65,No,0
7.85,0.1,3.975,2.0375,No,0
9.65,0.1,4.875,2.4875,No,1
10.05,3,6.525,4.7625,Yes,1
10.1,8,9.05,8.525,Yes,0
12.45,0.8,6.625,3.7125,No,1
11.15,4.6,7.875,6.2375,Yes,0
7.85,0.2,4.025,2.1125,No,0
10.85,0,5.425,2.7125,No,0
12.25,0,6.125,3.0625,No,0
11.05,4,7.525,5.7625,Yes,1
12.4,2.2,7.3,4.75,Yes,1
11.1,3,7.05,5.025,Yes,1
8.2,3.4,5.8,4.6,Yes,0
9.55,0,4.775,2.3875,No,1
10,5.8,7.9,6.85,Yes,1
7.95,9.4,8.675,9.0375,Yes,0
5.5,1,3.25,2.125,No,0
8.8,0.3,4.55,2.425,No,1
10.25,2.6,6.425,4.5125,Yes,1
11.3,2.2,6.75,4.475,Yes,0
11,0,5.5,2.75,No,0
13.9,0,6.95,3.475,No,0
12.65,0.2,6.425,3.3125,No,0
13.9,7.2,10.55,8.875,Yes,0
18.85,0,9.425,4.7125,No,0
20.55,0,10.275,5.1375,No,0
14.45,0,7.225,3.6125,No,0
13.25,0.6,6.925,3.7625,No,0
16.9,0.3,8.6,4.45,No,0
18.75,0,9.375,4.6875,No,0
11.2,1,6.1,3.55,No,0
10.55,0.1,5.325,2.7125,No,0
13.3,1.8,7.55,4.675,Yes,0
13.85,3,8.425,5.7125,Yes,1
13.15,9.4,11.275,10.3375,Yes,1
12.15,2,7.075,4.5375,Yes,0
14.1,0.2,7.15,3.675,No,0
12.25,9.6,10.925,10.2625,Yes,0
13.4,0,6.7,3.35,No,0
13.25,0,6.625,3.3125,No,0
11.4,3.8,7.6,5.7,Yes,0
11.55,5,8.275,6.6375,Yes,0
13.55,0,6.775,3.3875,No,0
17.75,0,8.875,4.4375,No,0
15,0,7.5,3.75,No,0
12.15,0,6.075,3.0375,No,0
20.25,0,10.125,5.0625,No,0
13.25,0,6.625,3.3125,No,1
11.85,2.6,7.225,4.9125,Yes,0
15.1,0,7.55,3.775,No,0
12.7,0,6.35,3.175,No,0
10.9,0.4,5.65,3.025,No,0
11.35,0,5.675,2.8375,No,0
17.15,0,8.575,4.2875,No,0
23,0,11.5,5.75,No,0
12.35,6.4,9.375,7.8875,Yes,0
10,0,5,2.5,No,0
16.55,0,8.275,4.1375,No,0
15.05,0,7.525,3.7625,No,0
15,0,7.5,3.75,No,0
14.55,0,7.275,3.6375,No,0
21.2,0,10.6,5.3,No,0
15.6,0,7.8,3.9,No,0
14.8,0,7.4,3.7,No,0
19.35,0,9.675,4.8375,No,0
21.3,0,10.65,5.325,No,0
21.55,0,10.775,5.3875,No,1
15.1,2,8.55,5.275,Yes,0
11.4,0,5.7,2.85,No,0
14.7,0,7.35,3.675,No,0
15.8,0,7.9,3.95,No,0
15.9,0,7.95,3.975,No,0
20,0,10,5,No,0
22.8,0,11.4,5.7,No,0
17.05,0,8.525,4.2625,No,0
14.3,0,7.15,3.575,No,0
10.15,0,5.075,2.5375,No,0
15.4,0.2,7.8,4,No,0
23.9,0,11.95,5.975,No,0
29.9,0,14.95,7.475,No,0
16.35,0,8.175,4.0875,No,1
15.15,1.8,8.475,5.1375,Yes,0
20.3,0,10.15,5.075,No,1
22.65,2,12.325,7.1625,Yes,1
22,1.4,11.7,6.55,Yes,1
15.95,11.4,13.675,12.5375,Yes,1
10.65,9.5,10.075,9.7875,Yes,1
21.25,0,10.625,5.3125,No,0
24.05,0,12.025,6.0125,No,1
16.8,4,10.4,7.2,Yes,1
15.3,2,8.65,5.325,Yes,0
16.35,0,8.175,4.0875,No,0
18.7,0,9.35,4.675,No,0
20.25,0,10.125,5.0625,No,0
23.9,0,11.95,5.975,No,0
28.65,0,14.325,7.1625,No,0
28.5,0,14.25,7.125,No,0
29.25,0,14.625,7.3125,No,0
19.9,0.2,10.05,5.125,No,0
17.85,0,8.925,4.4625,No,0
22.05,0,11.025,5.5125,No,0
24.7,0,12.35,6.175,No,0
22.2,0,11.1,5.55,No,0
24.55,0,12.275,6.1375,No,0
17.1,2.3,9.7,6,Yes,0
17.2,1,9.1,5.05,No,0
14.35,0,7.175,3.5875,No,0
13.85,0.3,7.075,3.6875,No,0
15.9,0,7.95,3.975,No,0
18.75,0,9.375,4.6875,No,0
25.65,0,12.825,6.4125,No,0
25.25,0,12.625,6.3125,No,0
23.8,0,11.9,5.95,No,0
29.7,0,14.85,7.425,No,0
31.45,0,15.725,7.8625,No,1
32.1,2.6,17.35,9.975,Yes,0
31.6,0,15.8,7.9,No,0
24.7,0.9,12.8,6.85,No,0
20.95,0,10.475,5.2375,No,0
22.05,0,11.025,5.5125,No,0
19.4,0,9.7,4.85,No,0
23.85,0,11.925,5.9625,No,0
21.05,1,11.025,6.0125,No,0
19.15,1,10.075,5.5375,No,0
23.1,0,11.55,5.775,No,0
25.05,0,12.525,6.2625,No,0
28.6,0,14.3,7.15,No,0
24.1,0,12.05,6.025,No,0
30.35,0,15.175,7.5875,No,0
32.3,0,16.15,8.075,No,0
26.4,0,13.2,6.6,No,0
19.85,0,9.925,4.9625,No,0
23.45,0,11.725,5.8625,No,0
25.25,0,12.625,6.3125,No,0
30.8,0,15.4,7.7,No,0
24.3,0,12.15,6.075,No,0
22.05,0,11.025,5.5125,No,0
28.05,0,14.025,7.0125,No,0
23.6,1.6,12.6,7.1,Yes,1
20.15,52.4,36.275,44.3375,Yes,1
19.45,1,10.225,5.6125,No,0
15.05,0,7.525,3.7625,No,0
16.25,0,8.125,4.0625,No,0
20.05,0,10.025,5.0125,No,0
15.25,0.1,7.675,3.8875,No,0
18.1,0,9.05,4.525,No,0
20.8,0,10.4,5.2,No,0
21.5,0,10.75,5.375,No,0
18.5,0,9.25,4.625,No,0
16.15,0,8.075,4.0375,No,0
20.55,0,10.275,5.1375,No,0
24.3,0,12.15,6.075,No,0
16.05,1.3,8.675,4.9875,Yes,0
17.25,4.2,10.725,7.4625,Yes,1
16.1,3,9.55,6.275,Yes,1
17.7,1.5,9.6,5.55,Yes,1
17.6,2.9,10.25,6.575,Yes,0
18.9,0.1,9.5,4.8,No,0
17.65,0,8.825,4.4125,No,0
13.65,0,6.825,3.4125,No,0
12.55,0,6.275,3.1375,No,0
14.6,0,7.3,3.65,No,1
18.55,2.8,10.675,6.7375,Yes,0
18.75,0,9.375,4.6875,No,0
20.4,0,10.2,5.1,No,0
23.75,0,11.875,5.9375,No,0
26.4,0,13.2,6.6,No,0
18.4,0.8,9.6,5.2,No,0
14.4,0,7.2,3.6,No,0
15.75,0,7.875,3.9375,No,0
18.65,0,9.325,4.6625,No,0
17.85,22.8,20.325,21.5625,Yes,1
15.6,0,7.8,3.9,No,0
14,0,7,3.5,No,0
13.2,0,6.6,3.3,No,0
14.35,0,7.175,3.5875,No,0
14.2,0,7.1,3.55,No,0
13.9,0,6.95,3.475,No,0
15,0.6,7.8,4.2,No,0
10,0.2,5.1,2.65,No,0
13,0,6.5,3.25,No,0
18.85,0,9.425,4.7125,No,0
15.35,0,7.675,3.8375,No,0
11.9,0.6,6.25,3.425,No,0
13.75,0,6.875,3.4375,No,0
16.1,0.6,8.35,4.475,No,0
13.1,0,6.55,3.275,No,0
18.45,0,9.225,4.6125,No,1
15.25,13,14.125,13.5625,Yes,1
10.45,3,6.725,4.8625,Yes,0
7.55,5.6,6.575,6.0875,Yes,0
7.4,0.1,3.75,1.925,No,0
11.15,0,5.575,2.7875,No,0
8.85,0,4.425,2.2125,No,0
12.05,0.2,6.125,3.1625,No,1
14.25,8.6,11.425,10.0125,Yes,0
12.25,0,6.125,3.0625,No,0
11.7,0,5.85,2.925,No,0
17.15,0,8.575,4.2875,No,0
19.15,0,9.575,4.7875,No,0
17.2,0.2,8.7,4.45,No,0
15.9,0,7.95,3.975,No,0
15.1,0,7.55,3.775,No,0
17.2,0,8.6,4.3,No,0
17.2,0,8.6,4.3,No,1
14.3,6,10.15,8.075,Yes,1
11.05,0.3,5.675,2.9875,No,0
12.6,0,6.3,3.15,No,1
11.75,1.4,6.575,3.9875,Yes,1
11.25,5.6,8.425,7.0125,Yes,1
12.5,3.8,8.15,5.975,Yes,1
11.3,0,5.65,2.825,No,0
9.05,0,4.525,2.2625,No,0
9.55,0,4.775,2.3875,No,0
10.55,0,5.275,2.6375,No,0
8,0,4,2,No,0
10.9,0,5.45,2.725,No,0
11.85,0,5.925,2.9625,No,0
8.85,18.8,13.825,16.3125,Yes,0
8.9,0.6,4.75,2.675,No,0
11.3,1,6.15,3.575,No,1
10.95,0,5.475,2.7375,No,0
9.5,0.8,5.15,2.975,No,1
8.85,9,8.925,8.9625,Yes,1
11.25,6.2,8.725,7.4625,Yes,0
11.9,0.6,6.25,3.425,No,0
8.95,9,8.975,8.9875,Yes,0
7.75,0.8,4.275,2.5375,No,1
10,2.2,6.1,4.15,Yes,0
10.3,1.4,5.85,3.625,Yes,1
11.25,5,8.125,6.5625,Yes,0
8.5,0.4,4.45,2.425,No,0
7.75,8.5,8.125,8.3125,Yes,1
8.8,0.2,4.5,2.35,No,1
4.5,0.5,2.5,1.5,No,0
6.65,0,3.325,1.6625,No,0
8.25,0.6,4.425,2.5125,No,1
10.5,1.4,5.95,3.675,Yes,1
8.35,10.5,9.425,9.9625,Yes,1
5.55,9,7.275,8.1375,Yes,0
6.9,0,3.45,1.725,No,0
7.85,0,3.925,1.9625,No,0
8.3,0,4.15,2.075,No,0
9.3,0,4.65,2.325,No,1
10.85,10.1,10.475,10.2875,Yes,1
12,1.9,6.95,4.425,Yes,0
11.5,0.7,6.1,3.4,No,0
11.5,0,5.75,2.875,No,0
5.1,1.6,3.35,2.475,Yes,0
4.8,0,2.4,1.2,No,0
6.1,0.2,3.15,1.675,No,0
6.85,0.2,3.525,1.8625,No,0
8.05,0.2,4.125,2.1625,No,0
8.75,0,4.375,2.1875,No,0
6.55,0,3.275,1.6375,No,0
7.65,0,3.825,1.9125,No,0
9.5,0,4.75,2.375,No,0
10.5,2.4,6.45,4.425,Yes,0
8.15,0.2,4.175,2.1875,No,0
7.7,0.4,4.05,2.225,No,0
8.55,0,4.275,2.1375,No,0
10.3,0,5.15,2.575,No,0
12,0,6,3,No,0
10.95,0,5.475,2.7375,No,0
9.45,0,4.725,2.3625,No,0
12.65,0,6.325,3.1625,No,0
13.6,0,6.8,3.4,No,0
7.65,2.2,4.925,3.5625,Yes,0
8.7,0.2,4.45,2.325,No,0
9.45,1,5.225,3.1125,No,0
9.85,0,4.925,2.4625,No,0
17.65,0,8.825,4.4125,No,0
14.65,0.4,7.525,3.9625,No,1
12.7,4.4,8.55,6.475,Yes,0
9.65,0,4.825,2.4125,No,0
12.05,0.2,6.125,3.1625,No,0
13.45,0,6.725,3.3625,No,0
7.25,0.2,3.725,1.9625,No,0
10.65,0.2,5.425,2.8125,No,0
13.4,0,6.7,3.35,No,0
17.85,0,8.925,4.4625,No,0
23.25,0,11.625,5.8125,No,0
13,0,6.5,3.25,No,0
11.55,0,5.775,2.8875,No,0
11.45,0,5.725,2.8625,No,0
16.15,0,8.075,4.0375,No,0
18.9,0,9.45,4.725,No,0
21.4,0,10.7,5.35,No,1
12.95,1.4,7.175,4.2875,Yes,0
17.15,0,8.575,4.2875,No,0
20,0,10,5,No,0
15.95,0,7.975,3.9875,No,0
13.65,0,6.825,3.4125,No,0
10.1,0,5.05,2.525,No,0
7.95,0,3.975,1.9875,No,0
8.2,0,4.1,2.05,No,0
11.1,0,5.55,2.775,No,0
16.8,0,8.4,4.2,No,0
21.95,0,10.975,5.4875,No,0
20.25,0,10.125,5.0625,No,0
25.1,0,12.55,6.275,No,0
19.05,0,9.525,4.7625,No,0
20.95,0,10.475,5.2375,No,0
18.7,0.2,9.45,4.825,No,1
14.9,3.6,9.25,6.425,Yes,0
15.9,0,7.95,3.975,No,0
24.6,0,12.3,6.15,No,1
13.3,2.8,8.05,5.425,Yes,0
12.85,0,6.425,3.2125,No,0
18,0,9,4.5,No,0
12.85,0,6.425,3.2125,No,0
17.45,0,8.725,4.3625,No,0
24.7,0,12.35,6.175,No,0
18.8,0,9.4,4.7,No,0
16.5,0,8.25,4.125,No,0
17.8,0,8.9,4.45,No,0
21.65,0,10.825,5.4125,No,0
20.95,0,10.475,5.2375,No,0
14.2,9,11.6,10.3,Yes,0
14.4,0,7.2,3.6,No,0
15.4,0,7.7,3.85,No,0
21.4,0,10.7,5.35,No,0
20.4,0,10.2,5.1,No,1
19.8,4.8,12.3,8.55,Yes,1
21.45,8.6,15.025,11.8125,Yes,1
20.05,7.6,13.825,10.7125,Yes,0
19.8,0,9.9,4.95,No,0
15.9,0,7.95,3.975,No,0
21.85,0,10.925,5.4625,No,0
23.8,0,11.9,5.95,No,0
19.45,0,9.725,4.8625,No,0
20.1,0,10.05,5.025,No,0
20.75,0,10.375,5.1875,No,0
18.4,0,9.2,4.6,No,0
18.4,0,9.2,4.6,No,0
19.1,0,9.55,4.775,No,0
18.35,0,9.175,4.5875,No,0
22.85,0,11.425,5.7125,No,0
19.7,0,9.85,4.925,No,1
19,7.6,13.3,10.45,Yes,0
20.25,0,10.125,5.0625,No,0
23,0,11.5,5.75,No,0
14.35,0,7.175,3.5875,No,0
14.45,0,7.225,3.6125,No,0
20.9,0,10.45,5.225,No,0
25.45,0,12.725,6.3625,No,0
21.4,0,10.7,5.35,No,1
19,3.2,11.1,7.15,Yes,0
15.8,0,7.9,3.95,No,0
13.75,0,6.875,3.4375,No,0
18.8,0,9.4,4.7,No,0
15.5,0,7.75,3.875,No,0
17.9,0.4,9.15,4.775,No,0
19.05,0,9.525,4.7625,No,0
23.75,0,11.875,5.9375,No,0
29.65,0,14.825,7.4125,No,0
28.75,0,14.375,7.1875,No,0
22.3,1,11.65,6.325,No,0
29.2,0,14.6,7.3,No,0
30.75,0,15.375,7.6875,No,1
22.6,2.4,12.5,7.45,Yes,1
18.85,4.4,11.625,8.0125,Yes,1
19.25,1.8,10.525,6.1625,Yes,0
20.55,0,10.275,5.1375,No,1
18.6,8,13.3,10.65,Yes,1
18.2,3.2,10.7,6.95,Yes,0
20.6,0,10.3,5.15,No,0
24.1,0,12.05,6.025,No,0
23.85,0,11.925,5.9625,No,0
16.9,0,8.45,4.225,No,0
16.35,0,8.175,4.0875,No,0
14.55,0,7.275,3.6375,No,0
16.45,0,8.225,4.1125,No,0
17.65,0,8.825,4.4125,No,0
20.7,0,10.35,5.175,No,0
20.1,0,10.05,5.025,No,0
17.45,0,8.725,4.3625,No,0
17.1,0,8.55,4.275,No,0
17.75,0,8.875,4.4375,No,0
19,0,9.5,4.75,No,0
18,0,9,4.5,No,0
23.3,0,11.65,5.825,No,0
22.15,0.2,11.175,5.6875,No,0
23,0,11.5,5.75,No,0
23.5,0,11.75,5.875,No,0
25.1,0,12.55,6.275,No,0
31,0,15.5,7.75,No,0
22,0,11,5.5,No,0
21.6,0,10.8,5.4,No,0
25.9,0,12.95,6.475,No,0
29.25,0,14.625,7.3125,No,0
27.25,0,13.625,6.8125,No,0
28.25,0,14.125,7.0625,No,0
22.95,0,11.475,5.7375,No,0
17.3,0,8.65,4.325,No,0
17.75,0.2,8.975,4.5875,No,0
20.15,0,10.075,5.0375,No,0
21.15,0,10.575,5.2875,No,0
16.5,0,8.25,4.125,No,0
17.55,0.6,9.075,4.8375,No,0
14.7,0.2,7.45,3.825,No,0
16.95,0,8.475,4.2375,No,0
19.7,0,9.85,4.925,No,0
18.8,0,9.4,4.7,No,0
16.95,0,8.475,4.2375,No,0
17.8,0,8.9,4.45,No,0
17.55,0,8.775,4.3875,No,0
17.7,0,8.85,4.425,No,0
18.85,0,9.425,4.7125,No,0
20.95,0,10.475,5.2375,No,0
22.4,0.8,11.6,6.2,No,0
22.15,0,11.075,5.5375,No,0
15.6,0,7.8,3.9,No,0
16.3,0,8.15,4.075,No,0
18.9,0.6,9.75,5.175,No,1
12.9,2.4,7.65,5.025,Yes,0
12.55,0,6.275,3.1375,No,1
10.3,3,6.65,4.825,Yes,0
14.45,0,7.225,3.6125,No,0
17.5,0,8.75,4.375,No,0
16.95,0,8.475,4.2375,No,0
20.05,0,10.025,5.0125,No,0
16.15,0,8.075,4.0375,No,0
11.45,15.6,13.525,14.5625,Yes,0
13.4,0.2,6.8,3.5,No,0
14.85,0,7.425,3.7125,No,0
16.75,0,8.375,4.1875,No,0
18.75,0,9.375,4.6875,No,1
15.9,0.2,8.05,4.125,No,0
14.55,0,7.275,3.6375,No,1
12.75,13,12.875,12.9375,Yes,0
14.55,0.2,7.375,3.7875,No,1
9.15,2.6,5.875,4.2375,Yes,0
9.6,0.2,4.9,2.55,No,0
11.6,0,5.8,2.9,No,0
12.65,0,6.325,3.1625,No,0
13.05,0,6.525,3.2625,No,0
13.75,0,6.875,3.4375,No,1
11.05,0.2,5.625,2.9125,No,0
10.55,0,5.275,2.6375,No,0
11.05,0,5.525,2.7625,No,0
11.7,0,5.85,2.925,No,0
13.1,0,6.55,3.275,No,0
16.05,0,8.025,4.0125,No,0
17.2,0,8.6,4.3,No,0
11.95,1,6.475,3.7375,No,1
11.65,2.2,6.925,4.5625,Yes,1
11.4,0.2,5.8,3,No,1
13.3,1.8,7.55,4.675,Yes,1
13.7,2.2,7.95,5.075,Yes,1
12.9,0.8,6.85,3.825,No,1
7,2.4,4.7,3.55,Yes,0
7,0,3.5,1.75,No,0
12,0,6,3,No,0
13.3,0,6.65,3.325,No,1
15.3,14.6,14.95,14.775,Yes,0
11.55,0,5.775,2.8875,No,0
8,0.8,4.4,2.6,No,0
10,0,5,2.5,No,0
9.6,0,4.8,2.4,No,0
10.25,0,5.125,2.5625,No,0
13.25,0,6.625,3.3125,No,0
15.1,0.2,7.65,3.925,No,0
13.25,0.4,6.825,3.6125,No,0
11.1,0,5.55,2.775,No,1
12.65,1.2,6.925,4.0625,Yes,0
8.9,0,4.45,2.225,No,1
8.05,4.2,6.125,5.1625,Yes,0
8.6,0,4.3,2.15,No,0
12.15,0.6,6.375,3.4875,No,0
10.6,0,5.3,2.65,No,0
10.25,0,5.125,2.5625,No,0
11.25,0,5.625,2.8125,No,1
11.75,1.4,6.575,3.9875,Yes,0
8.5,0,4.25,2.125,No,0
8.05,0,4.025,2.0125,No,0
9.05,0,4.525,2.2625,No,0
13.7,0,6.85,3.425,No,0
13.25,0,6.625,3.3125,No,1
11.65,5.4,8.525,6.9625,Yes,0
11.85,1.4,6.625,4.0125,Yes,0
10.75,0.6,5.675,3.1375,No,0
7.55,0,3.775,1.8875,No,0
7.65,0,3.825,1.9125,No,0
6.2,0,3.1,1.55,No,0
10.2,0.8,5.5,3.15,No,0
10.45,0,5.225,2.6125,No,0
6.15,0,3.075,1.5375,No,0
4.9,0,2.45,1.225,No,0
6.4,0,3.2,1.6,No,0
9.4,0.1,4.75,2.425,No,0
7.35,0.2,3.775,1.9875,No,0
7.2,0,3.6,1.8,No,0
9.6,0.3,4.95,2.625,No,1
11.25,5.4,8.325,6.8625,Yes,0
10,0.3,5.15,2.725,No,0
11.55,1.9,6.725,4.3125,Yes,1
6.75,8.8,7.775,8.2875,Yes,1
9.65,3.2,6.425,4.8125,Yes,1
7.6,0.2,3.9,2.05,No,0
6.05,0.2,3.125,1.6625,No,0
5.15,0,2.575,1.2875,No,0
3.8,0,1.9,0.95,No,0
7.2,0,3.6,1.8,No,1
6.9,0,3.45,1.725,No,1
10.9,1.1,6,3.55,Yes,1
6.9,0.2,3.55,1.875,No,0
7.5,0,3.75,1.875,No,0
9.7,0.3,5,2.65,No,0
9.45,0.3,4.875,2.5875,No,1
9.75,21,15.375,18.1875,Yes,1
9,4,6.5,5.25,Yes,0
11.8,0.1,5.95,3.025,No,1
8.5,14.8,11.65,13.225,Yes,1
9.75,2,5.875,3.9375,Yes,1
11.45,4,7.725,5.8625,Yes,0
10.25,0.4,5.325,2.8625,No,0
10.05,0.4,5.225,2.8125,No,0
10.5,0.1,5.3,2.7,No,0
13.65,0.2,6.925,3.5625,No,0
8.25,0.1,4.175,2.1375,No,0
8.75,0.4,4.575,2.4875,No,0
9.5,0,4.75,2.375,No,0
8.55,0,4.275,2.1375,No,0
6.1,0,3.05,1.525,No,1
6.8,1.1,3.95,2.525,Yes,0
